numid,network_name,station_id,station_name,station_country,station_type,station_type_of_area,station_alt,station_google_alt,station_etopo_relative_alt,station_population_density,station_max_population_density_5km,station_max_population_density_25km,station_nightlight_1km,station_nightlight_5km,station_max_nightlight_25km,station_htap_region,station_climatic_zone,station_dominant_landcover,station_landcover_description,station_nox_emissions,station_omi_no2_column,station_toar_category,station_wheat_production,data_capture,mean,dma8epa,dma8epa_strict,dma8epax,dma8epax_strict,dma8eu,dma8eu_strict,avgdma8epax,p05,p10,p25,p75,p90,p95,p98,aot40,daylight_aot40,w126,w126_24h,daytime_avg,nighttime_avg,count,AOT40,AOT0,iso_a2,name_long,continent,region_un,subregion,type,area_km2,pop,lifeExp,gdpPercap,geometry
7029,AIRBASE,ES1564A,ES1564A-ALCOBENDAS,Spain,industrial,urban,688,680,43,46370,79578,93151,63,61.31,63,4,2,13,"Open shrublands: 29.7 %, Croplands: 27.2 %, Urban and built-up: 17.0 %, Grasslands: 14.2 %, Woody savannas: 8.7 %, Savannas: 2.6 %",39.8981,6.43,3,0.702,0.988949275362,27.7768976534,56.473045,56.4605125,56.473045,56.4605125,44.0381058333,44.0381058333,38.4484028815,2.6264976,7.117608,18.64614,36.9915,44.470004,49.592688,55.0561968,2841.30355009,2795.76748317,2511.97199143,2909.91898003,33.8473259658,21.8293052696,5,2.84130355009,36.555112043064,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.644722|40.540556
7030,AIRBASE,ES1565A,ES1565A-FUENLABRADA,Spain,industrial,urban,699,681,45,47622,73344,79726,63,62.84,63,4,2,7,"Croplands: 41.2 %, Open shrublands: 36.0 %, Urban and built-up: 13.6 %, Grasslands: 5.1 %, Woody savannas: 3.3 %",7.66878,5.04,3,0.786,0.990307971015,30.2159605686,54.948435,54.9359075,54.948435,54.9359075,44.9445308333,44.9445308333,40.9009971084,5.0324496,10.4057344,22.1548,39.2972,45.41236,49.32202,54.2582376,3083.21637097,3051.531559,2493.27065255,2955.16767139,36.1051608257,24.4271218231,5,3.08321637097,38.993573691756,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.801667|40.281111
7032,AIRBASE,ES1567A,ES1567A-LEGANﾃ唄,Spain,traffic,urban,676,626,45,37602,73678,93151,63,63,63,4,2,13,"Open shrublands: 40.9 %, Croplands: 29.6 %, Urban and built-up: 18.3 %, Grasslands: 4.8 %, Woody savannas: 4.7 %, Savannas: 1.3 %",31.3136,6.59,3,0.722,0.991847826087,27.5935980855,54.59756,54.5474325,54.59756,54.5474325,44.5978325,44.5978325,40.4627552427,1.804464,3.608928,16.74142,38.69576,45.61282,49.327032,54.474756,2921.9964204,2915.6985862,2343.78735292,2749.52959087,34.8450875283,20.3834268338,5,2.9219964204,37.632694530564,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.735833|40.339722
7033,AIRBASE,ES1568A,ES1568A-Mﾃ鉄TOLES,Spain,background,urban,660,650,47,61576,72482,79726,63,62.41,63,4,2,7,"Open shrublands: 37.0 %, Croplands: 31.9 %, Urban and built-up: 14.9 %, Grasslands: 8.4 %, Woody savannas: 5.1 %, Savannas: 2.5 %",49.4296,6.06,3,1.007,0.989583333333,29.901522509,55.7713041667,55.4371408333,55.7713041667,55.4371408333,46.2268575,46.2268575,42.3758470062,2.706696,7.4885256,20.60097,40.39994,46.71556,50.72548,55.7819944,3684.3838875,3663.88807958,2831.96212223,3256.49816824,37.3027822037,22.6457922556,5,3.6843838875,40.287004779996,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.876389|40.324167
7034,AIRBASE,ES1569A,ES1569A-LORCA,Spain,industrial,suburban,340,344,55,821,821,1963,63,48.1,63,4,2,7,"Open shrublands: 65.6 %, Croplands: 26.1 %, Closed shrublands: 3.1 %, Woody savannas: 2.2 %, Urban and built-up: 1.8 %",2.48935,1.77,0,1.339,0.994384057971,40.3605641203,67.73507,67.73507,67.73507,67.73507,59.048575,59.048575,55.0052171455,14.977044,18.89173,27.495535,52.61016,59.24155,63.24897,66.9356,13597.6325759,13344.9177378,12411.8380841,13874.2463331,51.0410328049,29.6561941248,5,13.5976325759,55.124315429292,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-1.701111|37.688889
7040,AIRBASE,ES1578A,ES1578A-CASTRO URDIALES,Spain,background,urban,20,19,13,3190,3190,87565,59,32.61,63,4,1,5,"Water: 41.7 %, Mixed forest: 33.9 %, Cropland/Natural vegetation mosaic: 15.1 %, Urban and built-up: 2.3 %, Woody savannas: 1.9 %, Evergreen Needleleaf forest: 1.9 %, Croplands: 1.8 %",2.5279,2.49,0,0.069,0.981702898551,34.620596478,52.569335,52.569335,52.4941525,52.4941525,46.4273575,46.4273575,42.7752557046,10.0097588,16.54094,28.06946,43.00638,47.11656,49.82326,52.93096,3089.41797865,3026.51129928,2388.19659296,3646.17818669,37.939432785,31.3281208511,5,3.08941797865,40.9745874078,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.221389|43.382778
7045,AIRBASE,ES1588A,ES1588A-BB-PONTS,Spain,background,rural,370,374,62,692,692,2214,27,12.92,56,4,2,12,"Croplands: 64.6 %, Woody savannas: 21.3 %, Mixed forest: 5.7 %, Evergreen Needleleaf forest: 4.0 %, Grasslands: 2.5 %, Cropland/Natural vegetation mosaic: 1.7 %",0.692318,1.66,1,0.583,0.979528985507,34.0315303092,67.25388,67.1786925,67.25388,67.1786925,55.6877675,55.5373875,50.3917855275,7.117608,10.626288,19.74886,47.4173,56.23914,61.05106,66.133628,9411.39717307,9490.9781808,8315.20300806,8954.03640717,45.8922278084,22.2700968686,5,9.41139717307,49.563606033072,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,1.1925|41.91
7046,AIRBASE,ES1589A,ES1589A-LEﾃ哲 3,Spain,traffic,suburban,838,842,36,35622,35622,35622,63,57.97,63,4,2,12,"Croplands: 46.3 %, Grasslands: 15.4 %, Woody savannas: 12.2 %, Open shrublands: 7.7 %, Cropland/Natural vegetation mosaic: 6.5 %, Mixed forest: 6.0 %, Evergreen Needleleaf forest: 2.9 %, Savannas: 1.7 %",9.61573,2.38,3,0.697,0.942753623189,31.5736269155,58.4153433333,58.1438425,58.4153433333,58.3819275,47.3922375,47.26693,43.4880029191,6.917112,11.328044,21.87914,41.8034,48.0188,51.92848,56.8807012,4460.75955027,4405.50685681,3432.54017673,4000.57309496,38.7486003371,24.4978163838,5,4.46075955027,41.848488364068,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-5.564722|42.608889
7048,AIRBASE,ES1591A,ES1591A-CARRACEDELO,Spain,industrial,rural,450,459,26,1524,1872,3014,33,30.2,62,4,2,8,"Mixed forest: 35.3 %, Woody savannas: 32.9 %, Evergreen Needleleaf forest: 16.1 %, Cropland/Natural vegetation mosaic: 6.6 %, Croplands: 3.9 %, Savannas: 2.4 %, Urban and built-up: 1.3 %, Grasslands: 1.2 %",0.988952,3.01,0,0.64,0.791062801932,17.8911873157,51.0101267857,51.001175,51.0101267857,51.001175,33.5204375,33.050525,30.7914062636,2.969847,4.51116,9.27294,26.81635,36.3399,43.6079,51.843266,1295.18043699,1284.09324782,1273.94397302,1405.40086582,26.7795888872,13.1986601186,2,1.29518043699,28.921955998176,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-6.725556|42.558611
7050,AIRBASE,ES1593A,ES1593A-SAN FERNANDO,Spain,background,suburban,35,27,17,20170,50364,50371,61,49.3,63,4,2,13,"Water: 47.8 %, Croplands: 37.0 %, Grasslands: 4.5 %, Urban and built-up: 3.4 %, Woody savannas: 3.3 %, Barren or sparsely vegetated: 1.2 %",6.64221,1.9,3,0.103,0.970742753623,42.8307535723,61.90314,61.7277025,61.8780825,61.8261685714,53.5574925,53.4411339286,49.2519229395,22.95678,28.059416,36.39002,50.22426,55.63762,58.549813,61.95326,8166.7231612,8035.94005687,6116.03518515,10076.8468951,45.9721192865,39.68226565,5,8.1667231612,49.64988882942,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-6.203069|36.460589
7052,AIRBASE,ES1595A,ES1595A-SANGRONIZ,Spain,traffic,suburban,21,15,6,91187,91187,91187,62,60.74,63,4,1,13,"Mixed forest: 59.7 %, Water: 15.2 %, Cropland/Natural vegetation mosaic: 11.6 %, Woody savannas: 3.3 %, Urban and built-up: 3.3 %, Croplands: 2.9 %, Evergreen Needleleaf forest: 2.8 %",18.6622,3.23,3,0.13,0.941802536232,29.8777764035,55.2035227679,55.0312227679,54.948425,54.948425,46.270721875,46.1409330357,42.5944186599,4.00992,5.38833,16.039675,41.97885,46.99125,50.124,54.384525,3245.77234556,3144.3205865,2499.50332308,3260.90833916,37.9052754992,21.057905348,4,3.24577234556,40.937697539136,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-2.930278|43.298333
7053,AIRBASE,ES1596A,ES1596A-ENERGYWORKS-VA 1,Spain,industrial,urban,694,694,4,23970,23970,23970,63,59.42,63,4,2,13,"Croplands: 77.9 %, Open shrublands: 10.0 %, Woody savannas: 3.7 %, Closed shrublands: 3.0 %, Grasslands: 2.4 %, Urban and built-up: 2.1 %",13.2249,2.01,3,2.114,0.957880434783,28.8803920766,56.318075,55.979735,56.318075,55.979735,45.8459175,45.770735,41.6063141089,2.847044,7.0544522,18.633595,39.22704,46.578236,50.565091,55.4331304,3538.51372819,3500.76851933,2772.86814651,3193.31560112,36.4397868339,21.4399814047,5,3.53851372819,39.354969780612,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-4.715|41.666389
7054,AIRBASE,ES1597A,ES1597A-ENERGYWORKS-VA 2,Spain,industrial,suburban,753,759,40,16795,23970,23970,62,52.48,63,4,2,13,"Croplands: 77.9 %, Open shrublands: 10.0 %, Woody savannas: 3.7 %, Closed shrublands: 3.0 %, Grasslands: 2.4 %, Urban and built-up: 2.1 %",13.2249,2.01,3,2.114,0.953713768116,30.8148388018,54.55998,54.4847925,54.55998,54.4847925,45.097805,45.01009,42.0852942693,6.6815288,11.77914,22.12724,40.2997,45.99378,49.602712,54.2201064,3467.94035523,3347.01873031,2693.53162929,3266.91810687,37.1890559793,24.508605057,5,3.46794035523,40.164180457644,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-4.741111|41.683333
7055,AIRBASE,ES1598A,ES1598A-ZALLA,Spain,background,urban,62,95,30,2685,3518,91187,46,26.76,63,4,1,5,"Mixed forest: 54.0 %, Cropland/Natural vegetation mosaic: 21.6 %, Water: 9.5 %, Croplands: 5.7 %, Urban and built-up: 3.4 %, Woody savannas: 2.6 %, Evergreen Needleleaf forest: 1.9 %",5.22831,2.73,0,0.157,0.916485507246,29.0105380843,54.3881182143,53.8492889286,54.3881182143,54.3505282143,45.7023417857,45.5770292857,42.1504460622,6.415872,8.521084,15.73894,40.80096,46.26444,49.62274,53.83318,3161.16145306,3093.94404119,2472.41562978,3031.15271952,37.2764939534,20.1074305913,5,3.16116145306,40.258613469672,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.134444|43.213056
7056,AIRBASE,ES1599A,ES1599A-PAGOETA,Spain,background,rural,225,195,134,482,9093,34829,10,17.88,63,4,1,5,"Mixed forest: 55.0 %, Water: 25.2 %, Cropland/Natural vegetation mosaic: 14.1 %, Croplands: 2.2 %, Woody savannas: 1.2 %, Urban and built-up: 1.2 %",3.27353,2.62,1,0.119,0.941123188406,43.8057754799,61.6089648809,61.4377032143,60.2902210714,60.2902210714,52.0716771428,51.8872989286,48.1095222509,29.77366,33.48284,38.97142,48.67042,53.43218,57.096243,61.2936208,6620.56575945,6342.44199096,4787.83612663,8827.40571132,44.5887281783,42.980462205,5,6.62056575945,48.155826432564,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-2.155|43.250556
7058,AIRBASE,ES1601A,ES1601A-BADAJOZ,Spain,background,urban,390,176,10,1364,1412,5113,63,46.79,63,4,2,12,"Croplands: 79.4 %, Savannas: 12.0 %, Grasslands: 4.2 %, Woody savannas: 1.5 %, Cropland/Natural vegetation mosaic: 1.4 %",1.74795,1.44,0,0.529,0.942934782609,35.4445889037,63.1950825,61.845495,63.1950825,62.0586475,51.4347425,51.413195,47.5245907999,10.370563,15.949944,26.65493,45.18706,52.012858,55.995511,61.6461064,6876.6685273,6744.38815019,5513.63588349,6426.68890348,43.0732110098,27.8539716431,5,6.8766685273,46.519067890584,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-7.01145|38.887631
7059,AIRBASE,ES1602A,ES1602A-LA CIGﾃ廢ﾃ羨,Spain,background,urban,386,384,20,11978,20832,20832,63,56.03,63,4,2,12,"Croplands: 67.1 %, Mixed forest: 12.0 %, Woody savannas: 7.4 %, Cropland/Natural vegetation mosaic: 4.8 %, Grasslands: 3.2 %, Open shrublands: 2.5 %, Evergreen Needleleaf forest: 1.1 %",5.60662,1.84,0,3.003,0.971739130435,30.0392562847,53.6990925,53.6990925,53.6990925,53.6990925,42.2499366667,42.0978875,38.1683567888,9.5010079,14.11993,22.82648,37.72334,43.18683,46.990751,52.0962684,2006.84753921,1953.04785817,1857.79191586,2514.81515087,33.7358292585,26.3380101529,5,2.00684753921,36.43469559918,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-2.427778|42.463889
7067,AIRBASE,ES1611A,ES1611A-ARANJUEZ,Spain,background,urban,501,498,11,3134,3134,8339,63,48.69,63,4,2,7,"Croplands: 69.5 %, Open shrublands: 29.7 %",5.13079,2.87,0,1.907,0.99365942029,29.8330025339,53.6326775,53.6326775,53.6326775,53.6326775,45.2745,45.2745,41.9291085292,6.51612,10.2253,20.0496,39.59798,46.06396,49.5225,53.5384356,3447.44521211,3418.53074032,2601.04557943,2995.47854138,37.1106570754,22.668611612,5,3.44744521211,40.079509641432,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.590278|40.043611
7068,AIRBASE,ES1612A,ES1612A-MAJADAHONDA,Spain,background,suburban,730,719,58,19663,29451,93151,63,62.71,63,4,2,8,"Open shrublands: 40.2 %, Urban and built-up: 16.6 %, Croplands: 15.0 %, Woody savannas: 12.6 %, Grasslands: 11.1 %, Savannas: 3.8 %",30.1129,6.27,3,0.643,0.992300724638,35.08545341,62.3667883333,62.2164158333,62.3667883333,62.2164158333,50.086415,50.06971,46.0481303965,10.325544,16.601064,26.841415,43.90862,50.72548,55.53738,61.25152,5787.22714046,5673.02239103,4787.14858379,5655.29942928,41.2573065176,29.0142478923,5,5.78722714046,44.557891039008,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.867222|40.447778
7069,AIRBASE,ES1613A,ES1613A-COLMENAR VIEJO,Spain,traffic,urban,905,912,166,3153,36328,79627,63,44.38,63,4,2,10,"Grasslands: 23.5 %, Woody savannas: 21.7 %, Open shrublands: 20.4 %, Croplands: 16.9 %, Urban and built-up: 5.6 %, Evergreen Needleleaf forest: 4.6 %, Savannas: 3.5 %, Cropland/Natural vegetation mosaic: 1.9 %, Mixed forest: 1.1 %",4.1595,4.87,0,0.853,0.991666666667,35.7488027412,61.0635575,60.6625675,61.0635575,60.6625675,47.33795,47.21264,43.1115247772,16.250196,21.05208,29.0719,42.90616,48.62028,53.171544,59.0641232,4279.31257187,4133.67396737,3693.31934974,5060.28347355,38.919003763,32.5763489104,5,4.27931257187,42.03252406404,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-3.772222|40.666389
7071,AIRBASE,ES1615A,ES1615A-Cﾃ，ERES,Spain,background,urban,389,420,114,716,716,1808,62,46.06,63,4,2,12,"Savannas: 35.1 %, Croplands: 30.9 %, Grasslands: 27.0 %, Woody savannas: 5.6 %",2.3482,1.39,0,0.728,0.966304347826,39.2944379264,64.67036,64.60946,64.692915,64.632015,54.3504575,54.2304175,49.7148334737,15.273281,21.901592,31.621485,48.17016,55.088764,58.903712,63.5107432,8902.92549795,8937.43010622,8422.9059625,10246.7818608,45.481642912,33.1431026183,5,8.90292549795,49.12017434496,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-6.360278|39.472778
7072,AIRBASE,ES1616A,ES1616A-MONFRAGﾃ廢,Spain,background,rural,376,347,64,49,156,2529,0,0,62,4,2,8,"Savannas: 54.6 %, Woody savannas: 29.6 %, Grasslands: 8.6 %, Croplands: 5.6 %",0.048167,1.4,1,0.031,0.944293478261,38.3481601953,62.80073,62.7543675,62.80073,62.7543675,52.438485,52.2790875,49.3263006437,15.054598,20.466916,30.600695,47.06895,53.162522,57.034086,61.8906944,8059.31206394,7779.44200636,6354.79362015,7507.47569255,45.4499730845,31.2459728912,5,8.05931206394,49.08597093126,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-5.939722|39.849167
7073,AIRBASE,ES1617A,ES1617A-ALZIRA,Spain,background,suburban,60,22,3,5703,8545,71877,61,54.39,63,4,2,12,"Croplands: 37.1 %, Woody savannas: 35.8 %, Open shrublands: 16.7 %, Water: 3.9 %, Cropland/Natural vegetation mosaic: 3.2 %, Grasslands: 1.0 %",4.63194,2.1,0,0.608,0.896557971015,31.6243144027,62.478,62.478,62.478,62.478,51.251478125,51.251478125,48.0013288499,5.892765375,8.60503,16.89555,45.2369,51.983585,56.3306075,61.461522,7034.06900929,6864.18017217,5442.14092239,5837.46941221,43.5938358523,19.7962962628,4,7.03406900929,47.081342720484,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-0.457778|39.15
7075,AIRBASE,ES1619A,ES1619A-VALﾃ・CIA-VIVERS,Spain,background,urban,11,12,14,79246,93280,93280,63,62.98,63,4,2,13,"Croplands: 36.0 %, Water: 32.6 %, Open shrublands: 12.1 %, Woody savannas: 9.7 %, Urban and built-up: 4.9 %, Grasslands: 1.3 %, Mixed forest: 1.3 %",14.07,3.16,3,0.278,0.846557971014,28.3065479617,51.80378125,51.80378125,51.80378125,51.80378125,42.6840375,42.6840375,38.4999121888,2.3919175,5.430935,15.474525,37.713,43.87767,47.193095,51.136927,1921.62738937,1801.07385615,1598.51211445,1925.97397352,33.8796358069,19.1367157359,4,1.92162738937,36.590006671452,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-0.368333|39.478056
7076,AIRBASE,ES1620A,ES1620A-CARTUJA,Spain,industrial,suburban,49,47,44,2533,3235,50371,58,44.52,63,4,2,12,"Croplands: 82.0 %, Water: 8.7 %, Urban and built-up: 3.4 %, Grasslands: 2.9 %",6.14246,1.91,0,1.765,0.914515398551,39.3005277629,62.889953125,62.889953125,62.889953125,62.889953125,53.335065625,52.927809375,49.3956174351,15.02467,20.3002,30.23103125,49.37215,55.16146,58.8957,63.6900595,8661.26193913,8536.72261319,7409.59767551,9944.98662414,45.9863693507,32.4982641727,4,8.66126193913,49.665278898756,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-6.114489|36.660861
7077,AIRBASE,ES1623A,ES1623A-ALCOI - VERGE DELS LLIRIS,Spain,background,urban,534,549,99,7776,7776,15709,62,39.6,63,4,2,8,"Open shrublands: 44.0 %, Woody savannas: 30.4 %, Croplands: 18.9 %, Grasslands: 4.6 %, Closed shrublands: 1.0 %",5.32349,1.72,0,0.112,0.976721014493,40.2469118925,64.9030625,64.5973025,64.9030625,64.5973025,53.7651521429,53.2261946429,49.6018170674,21.96284,25.670296,32.68186,47.5346,54.28128,58.506733,63.1438048,8662.03427934,8366.47607534,7307.07780941,8834.99710232,45.9060490558,34.5387393081,5,8.66203427934,49.578532980264,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-0.466944|38.706389
7078,AIRBASE,ES1624A,ES1624A-ELX-AGROALIMENTARI,Spain,background,suburban,44,52,43,10399,10399,24632,58,51.41,63,4,12,12,"Croplands: 37.6 %, Open shrublands: 30.5 %, Water: 26.2 %, Grasslands: 2.4 %, Urban and built-up: 1.9 %",4.22455,2.2,0,0.872,0.885565730566,26.1946454279,53.19514375,53.18423125,53.19514375,53.19514375,43.310584375,42.9501625,36.9163663761,3.0913975,6.11374925,14.9545,37.39971875,44.63679,48.07962,52.991313,2272.85989267,2163.3159507,1733.34125248,2152.06532754,31.3076044145,21.0510882401,4,2.27285989267,33.81221276766,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-0.682778|38.242222
7079,AIRBASE,ES1625A,ES1625A-BURJASSOT - FACULTATS,Spain,traffic,urban,25,37,32,31513,75872,93280,63,63,63,4,2,13,"Croplands: 41.5 %, Water: 23.6 %, Open shrublands: 14.9 %, Woody savannas: 10.8 %, Urban and built-up: 4.9 %, Mixed forest: 1.1 %, Grasslands: 1.0 %",34.8671,3.42,3,0.473,0.877807971014,32.3210094402,60.76751875,60.76751875,60.76751875,60.76751875,50.904053125,50.669096875,47.2943634646,6.2441975,10.76903,22.639775,45.17425,51.909535,56.3018,60.6886505,6726.6970521,6419.44082334,5173.90443669,5871.71982544,42.7987566282,24.6762645157,4,6.7266970521,46.222657158456,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-0.417778|39.509444
7080,AIRBASE,ES1627A,ES1627A-ALCANTARILLA,Spain,industrial,suburban,80,92,54,23033,23033,23033,63,57.08,63,4,2,7,"Open shrublands: 50.7 %, Croplands: 39.6 %, Urban and built-up: 3.5 %, Grasslands: 2.6 %, Woody savannas: 1.3 %",5.95937,2.36,3,0.717,0.890217391304,32.907008854,64.65055625,64.65055625,64.65055625,64.65055625,53.718825,53.70316875,48.4965764938,3.070095,6.0437015,17.1173375,45.449925,54.422125,59.622525,64.1221155,8229.40347912,8199.15172538,7086.18977605,7581.72442646,43.7328192444,19.9831273231,4,8.22940347912,47.231444783952,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-1.230833|37.975556
7082,AIRBASE,ES1630A,ES1630A-ALJARAFE,Spain,background,suburban,50,59,47,33256,66866,80947,63,62.1,63,4,12,12,"Croplands: 91.8 %, Urban and built-up: 5.5 %, Woody savannas: 1.4 %",10.354,2.58,3,2.301,0.987663817664,26.3619422219,52.0788283333,51.4021575,52.0788283333,52.0788283333,42.3297175,41.815945,36.4725618815,6.315624,9.12256,16.64116,35.4878,43.35727,48.04386,52.52996,2048.18961635,2011.39997809,1687.7373022,1968.70809631,31.2631366168,21.4980032926,5,2.04818961635,33.764187546144,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-6.042461|37.34075
7084,AIRBASE,ES1632A,ES1632A-VEGA SICILIA,Spain,traffic,urban,690,690,3,20873,23970,23970,63,59.85,63,4,2,13,"Croplands: 74.7 %, Open shrublands: 11.9 %, Woody savannas: 4.6 %, Closed shrublands: 3.6 %, Grasslands: 2.2 %, Urban and built-up: 2.1 %",13.2249,2.01,3,2.114,0.979347826087,30.498437695,56.8293375,56.716555,56.8293375,56.716555,46.4599325,46.4474,42.622800132,3.50868,8.330608,21.149805,40.66058,47.02634,50.59518,55.7759712,3660.86549111,3610.26668681,2906.3262482,3460.54985715,37.4452061443,23.6087446485,5,3.66086549111,40.440822635844,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-4.746667|41.620556
7088,AIRBASE,ES1636A,ES1636A-PUENTE REGUERAL,Spain,industrial,urban,691,684,10,23970,23970,23970,63,62.22,63,4,2,13,"Croplands: 74.7 %, Open shrublands: 11.9 %, Woody savannas: 4.6 %, Closed shrublands: 3.6 %, Grasslands: 2.2 %, Urban and built-up: 2.1 %",13.2249,2.01,3,2.114,0.988903985507,28.4609037325,54.02114375,54.02114375,54.02114375,54.02114375,44.74820625,44.74820625,40.5058865654,3.0851315,6.922123,19.372925,37.981475,44.6354,48.97115,54.63515,2625.41106388,2618.94827549,2179.72207647,2533.12914849,35.1490394144,21.7817779033,2,2.62541106388,37.960962567552,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-4.733889|41.656111
7090,AIRBASE,ES1638A,ES1638A-BERMEJALES,Spain,background,urban,26,14,6,80947,80947,80947,63,62.9,63,4,12,12,"Croplands: 91.8 %, Urban and built-up: 5.7 %, Woody savannas: 1.3 %",18.5486,2.58,3,1.143,0.98171041921,20.2268871352,48.219285,48.219285,48.219285,48.219285,39.03406,38.90875,32.5363416123,1.704216,2.105208,6.741682,31.67836,40.39994,44.71062,49.12152,1221.98820167,1215.80005439,1037.59223999,1199.24716921,26.1499978466,14.3139421184,5,1.22198820167,28.241997674328,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-5.979631|37.347189
7091,AIRBASE,ES1639A,ES1639A-Nﾃ巷AR,Spain,industrial,rural,343,336,231,547,547,10344,30,17.19,63,4,2,7,"Open shrublands: 73.3 %, Croplands: 10.5 %, Water: 9.1 %, Grasslands: 2.7 %, Closed shrublands: 1.7 %",0.687355,1.98,1,0.476,0.961277173913,45.6053744475,64.75395625,64.75395625,64.7852625,64.7852625,57.26666875,57.20401875,53.0892463034,27.3176,31.3275,38.34485,53.38205,58.8957,62.15375,64.830358,11570.6246023,11593.1066039,9292.28481437,13689.4047515,49.6631012194,41.6732403344,2,11.5706246023,53.636149316952,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-2.198611|36.966946
7092,AIRBASE,ES1640A,ES1640A-ALCALﾃ・DE GUADAIRA,Spain,background,urban,68,72,59,3389,6922,80947,63,48.52,63,4,12,12,"Croplands: 87.1 %, Urban and built-up: 5.6 %, Grasslands: 3.2 %, Open shrublands: 1.7 %, Cropland/Natural vegetation mosaic: 1.1 %",5.86048,2.44,0,0.958,0.959617419618,27.1876008513,51.0638275,51.0638275,51.1766075,51.1766075,42.668055,42.296295,36.891462753,3.9648084,8.019824,17.44312,36.89126,44.30962,47.71804,51.3169384,1927.26564897,1914.52142889,1565.51329576,1997.03788794,31.9412434887,22.7222028263,5,1.92726564897,34.496542967796,Europe,Spain,Europe,Europe,Southern Europe,Sovereign country,502306.467818081,46480882,83.2292682926829,31195.4052422035,-5.833719|37.342461
